userWallet,num_deposits,total_deposit_usd,num_borrows,total_borrow_usd,num_repays,total_repay_usd,total_withdraw_usd,num_liquidations,repay_to_borrow_ratio,net_contribution_usd,proxy_score,credit_score
0x0018d044b946ede86b43bb3b964a45772a5abeb9,9,28720.331146862187,2.0,1.1215514727063227e-12,2.0,1.121345368530205e-12,34550.14963041483,0.0,0.9998162329762535,-5829.8184835526445,113,144
0x0019bd9f6142943f3a03a8a62d0001a95213f555,1,0.1266083922640406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1266083922640406,500,500
0x001b024b98ee862aa01eea595c4c16a0213d2611,1,901.2925262863051,1.0,4.987405943962264e-10,0.0,0.0,0.0,0.0,0.0,901.2925262858064,583,582
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,10,46.71078768415252,6.0,2.348782142990087e-10,7.0,2.3526223100104667e-10,3.3241550610710144e-10,0.0,1.0016349609229789,46.71078768382049,610,610
0x001bc97d92e1a30b02d4e75be25f06063555d556,12,114723.42231228868,10.0,5.444583740909294e-08,9.0,5.4503631299338023e-08,99696.31662068289,0.0,1.0010614932746986,15027.105691605844,1000,1000
0x001be549fa377710b9e59d57bbdf593ce1e379ca,2,1.586084926828216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.586084926828216,500,500
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,2,1.812428653548691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.812428653548691,500,500
0x001d2a3192a49e28cac0a7abcaa916648c62b982,1,1.5659901853326883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5659901853326883,500,500
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,1,1.1337851305503867e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1337851305503867e-12,500,500
0x001f96b7e19a54ae45f451b0148336504d03fdcf,1,5.666408226639781e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666408226639781e-10,500,500
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,5,1196.3032316799445,0.0,0.0,0.0,0.0,323.60395233508615,0.0,0.0,872.6992793448583,591,587
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,1,2.360514637371101e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.360514637371101e-14,500,500
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,2,1.1579563337896022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1579563337896022,500,500
0x00222d56e0509a5e9ab05c588c548290a5e9f876,1,1.10570237623672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10570237623672,500,500
0x002379916ac42a432f3b53f16782d33267debb4c,1,1.1886507952922616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1886507952922616,500,500
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,2,2.2596098782034474e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2596098782034474e-12,500,500
0x0023d9ffe7d793895c5da5833d56c737832ead2b,2,1.5189578905507385e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5189578905507385e-11,500,500
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,1,5.1299814105567535e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1299814105567535e-12,500,500
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,2,3.1033054982620953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1033054982620953,500,500
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,1,0.026044090290244567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026044090290244567,500,500
